See if you can guess , " said Marvin , when he judged that the pause had become embarrassing enough , " which parts of me were never replaced ?	4	0
He undressed and toppled into bed .	3	0
He had the intention of detaining the Bosnian troops as long as possible by his presence and preventing them from returning too early to Bosnia for the winter .	5	1
They stick to small paths and open fields , sleeping in ditches , pilfering from farmsteads clinging to the edge of hills : eggs , chickens , even dried maize .	13	0
If we institute an entrance exam to keep out the ones who ca n't read or write , the entry goes down by half , and half of us lose our jobs .	2	0
For three whole centuries it had endured and experienced everything and , unchanging , had truly served its purpose , but human needs had altered and world conditions changed ; now its task had betrayed it . '	6	1
Why , I thought you must know , ' Dixon said with feigned surprise .	12	1
The agent stowed the device , turning now to Langdon . "	2	0
She exhaled , while my stomach clenched in dread .	1	0
The stranger was calm like a conscientious worker who has finished the first part of his task and wants to hasten on with the second .	20	0
If Germany won , the defeated Allies would rebuild its shattered cities and would cede their poorly managed and sparsely populated eastern territories as reparations - but was there any hope for the basic human values that years of mutual slaughter had ruined ?	14	0
Cool though the night air was they slept soundly and comfortably in the open and awoke a few hours later with the light dewfall feeling refreshed but hungry .	7	1
Kohler was sickened by the opulence of the Hallway of the Belvedere .	2	1
He left the fish on the floor for the cat , and retired to his seat .	12	0
He 'd hoped , by their aid , to efface the memory of a traumatically embarrassing speech Margaret had made at the dinner , but , sitting next to him throughout the journey back , she 'd vetoed his project on disciplinary grounds ( there 'd been a lot of students in the bus , most of them drinking beer from flagons ) .	9	0
Arthur closed his eyes and plunged his hand into the towelful of stones .	1	0
Do you sweep dirt ?	2	1
They descended one of the tubes .	1	0
Later , he was glad his mother had n't lived to see her firstborn slain .	14	0
Alfred , on the floor by the bed , covered his nose and mouth with his hands to mitigate the stench and horror .	18	0
He did this by standing up , clearing his throat and then gazing off into the distance as if to signify to the crowd that he would be with them in a minute .	20	0
Sophie creeps in to give the pond some shape , smoothing its edges into place before slinking back to her post .	16	0
The boy rushed to it and unclosed the volume .	6	0
The day before the Arizona and Michigan primaries , the Lake campaign unleashed a media blitz , the likes of which had never been seen before in presidential politics .	12	0
It slammed down the phone .	1	0
There was a sort of gallery structure in the roof space which held a bed and also a bathroom which , Fenchurch explained , you could actually swing a cat in .	27	1
With respect to that other , more weighty accusation , of having injured Mr Wickham , I can only refute it by laying before you the whole of his connexion with my family .	19	0
As he crawled , the dank air and dust choked his lungs , his eyes smarted and the terrifying distance down made his heads spin .	24	1
He could dissect a computer with the precision of a pathologist , then reassemble it with new and improved specifications .	2	0
But when this little pale , hunchbacked boy went to school it emerged that he had the sharpest mind of all his brothers and was capable of becoming something higher and better than his grandfather or his father .	12	0
And even though it would have made more sense for us to live together , I agreed to lease this place . "	18	1
He summoned the overseers and worked out how , from then on , it would be possible to make better use of the daylight and exploit the workers more effectively .	25	1
And before the astonished hodza was able to utter a word , he slapped him hard on the right cheek so that his turban slid from his right ear to his left .	13	0
I thought to dress in a suit more suited to an afternoon s informal reception than a hike and hunt in the hills , but this light touch does not seem to have registered with our good lieutenant .	33	0
She threw herself into her housework - scouring saucepans , washing clothes , sweeping , cleaning up , and all the other things she normally neglected - in a desperate attempt to gain some respite and struggle free of this current carrying her off into the unknown .	7	1
It is a farewell gift from the dolphins , " said Wonko in a low quiet voice , " the dolphins whom I loved and studied , and swam with , and fed with fish , and even tried to learn their language , a task which they seemed to make impossibly difficult , considering the fact that I now realize they were perfectly capable of communicating in ours if they decided they wanted to . "	66	1
Her eyes fluttered , her head jerked once , and then she was sleeping peacefully .	6	0
Fache sprinted down the Grand Gallery as Collet 's radio blared over the distant sound of the alarm .	1	0
Then they both bowed low , and their curls got entangled together .	10	0
His bedroom was the simplest room of all - except where the dresser was garnished with a toilet set of pure dull gold .	14	0
At that moment Zaphod flung himself over to the polished marble surfaces that contained the instruments that controlled the conventional photon drive .	4	0
The flying saucer in which Ford Prefect had stowed away had stunned the world .	11	0
Ford sprang up .	1	0
he began to make love to her , while she narrated : bath-house , cabin , holes drilled in wooden walls , eyes fixed on her as she is undressing , a door that suddenly opens and four men enter , and so on and so on ; the fairy tale was beautiful , it was banal and he was highly pleased with D . '	10	1
I do n't like women of that age who try to act the gracious lady .	11	1
There seemed to be no point in not posting it .	8	0
The truck decelerated to a crawl and made its way over unexpectedly rough terrain .	2	0
In fact the only Oglaroonians who ever leave their tree are those who are hurled out of it for the heinous crime of wondering whether any of the other trees might be capable of supporting life at all , or indeed whether the other trees are anything other than illusions brought on by eating too many Oglanuts .	7	1
Marsha tried to duck around him , but in her desperate haste she lost her footing and sprawled headfirst on the cold floor .	3	0
Bullets of ice shredded the leaves around the Them as Adam led them down into the quarry .	3	0
” said the Nutri-Matic when he had finished .	7	0
Once they had read it , their further evolution proceeded rapidly , but with the usual ingratitude of people , they were quick to disown the man who had first opened their eyes .	24	0
The mother kindled a feeble blaze - for in that house they were not wasteful with wood - and the master hung his coat on the back of a chair , and placed it before the fire .	2	0
There , he broke his sword with a theatrical gesture on the parapet of the bridge and surrendered to the Austrian gendarmes .	17	0
On reflection he added :Everything must be liquidated , the sooner the better , and new routes must be found , through other regions where it was possible to live and work with the people .	3	0
On reflection he added :Everything must be liquidated , the sooner the better , and new routes must be found , through other regions where it was possible to live and work with the people .	7	0
I went through every major screening test on both my heads - all the tests I had to go through under government medical officers before my nomination for Presidency could be properly ratified .	32	0
I rather wished , than believed him to be sincere ; but at any rate , was perfectly ready to accede to his proposal .	20	0
The issue was clearly posed : either the importunate commander must be removed and done away with , or the Vizier in Travnik would be replaced . "	4	0
Had , " Hayley amends .	4	0
He flipped his Kill-O-Zap gun smartly under his arm and marched off through the pandemonium that had now erupted throughout the ecstatic crowd .	18	0
I scramble to my feet , suddenly afraid that Mrs Grace , my suddenly former beloved , will wantonly display her lap to me again , and she puts up a hand to shade her eyes and looks at me with an impenetrable , hard , unwarm smile .	33	1
Tipping back his chair to look for it , Ford collided with the small green waiter who was approaching the table carrying a portable telephone .	10	0
But that 's easily remedied .	4	0
After a final pause , Marvin gathered his strength for the last stretch .	6	0
” insisted the native , continuing to bang on the rock .	1	0
Had you consented when I suggested a month ago that we should finish the matter at once , then perhaps we might already be far away from here .	2	1
The union would have nullified the church 's claim as the SOLE vessel through which man could understand God .	4	0
Camerlegno Carlo Ventresca had purloined the key and ventured inside ;Before his furious ardour everyone retreated or withdrew , save only Alihodza .	15	0
Camerlegno Carlo Ventresca had purloined the key and ventured inside ;Before his furious ardour everyone retreated or withdrew , save only Alihodza .	4	0
( They unloosed her hands ) How I ache to join you both , to slide silently in and join your warmth , to be accepted by her as well as you .	2	0
I lean out , looking up to the skies – at this point still thinking that we might have been bombed rather than shelled – then out towards the hills and the plain .	23	0
Sixty feet above Roger , several nuts , fibrous lumps as big as rugby balls , were loosed from their stems .	17	0
Dixon had a fleeting impression of the thinner alderman and his wife exchanging a glance of approving comment .	12	0
For a while he hesitated , then he thought that if his strange and recent companion had been through all that he had been through just to tell him what he had told him , then there must be a good reason for it .	4	1
”She was hampered by pregnancy or at least the idea of it , and Gary could have trounced her , but her pleasure at being played with was so extremely evident that he simply disengaged himself , mentally multiplying their scores or setting himself small challenges like returning the ball to alternating quadrants .	17	0
He calmly scooped the scorpion onto a sheet of paper , then formed a cone and funneled it back into the vial .	2	0
As Christianity spread , the shrine got bigger , layer upon layer , culminating in this colossal basilica .	13	0
He heard her bare feet on the marble floor - she was scampering after him .	12	1
Eventually , LB devised a scheme in his endless attempts to get it all : He would let LG head toward the cub door as usual , then he would scoot through the main door , charge back to the cub door , and barricade it with his body trying to prevent me from unlatching it to let LG in .	30	0
In fact , though they weren t to know it , the decor had been chosen in honour of its owner s sad , lamented , and tax-deductible condition .	15	0
His long , frequently washed and dried fingers rummaged the whole day through numerous small objects , grating , pounding , pasting , tying , making notes , and cramming things into his boxes and shelves .	21	0
So it was that death overtook him one day when he had climbed up to repair a cracked slate on the roof . "	5	0
I have n't , " said Arthur with a suppressed sigh , " ridden on Halley 's Comet . "	13	1
Tereza was ashamed of having been suspicious of Tomas , and hoped to expiate her guilt with a rush of benevolence towards his son .	13	0
It merely pleases me to behave in a certain way to what appears to be a cat .	5	1
And we ca n't go back and undo it . "	7	0
The princes , who are of course brave , noble and wise , travel widely in distant lands , fight giant ogres , pursue exotic philosophies , take tea with weird gods and rescue beautiful monsters from ravening princesses before finally announcing that they have achieved enlightenment and that their wanderings are therefore accomplished .	53	0
Did he seem irritated at all ? '	3	1
They it was who dislodged the goblins from the mountain-slopes , casting them over precipices , or driving them down shrieking and bewildered among their foes .	4	0
and lifting the veil from his metaphor began to enumerate the real desires of Turks and Serbs concealed behind these words of dew and basil , there arose divided feelings among the listeners which led them along opposing paths according to what each felt within himself and what each desired or believed .	9	0
The protruding upper halves of the letters now appear , in the local language , to read Go stick your head in a pig ” , and are no longer illuminated , except at times of special celebration .	30	0
Biting his lips , he vowed to himself that this time he d take whatever she might have to deal out .	5	0
But evidently I was quite mistaken .	5	0
He wetted his face , took a bakelite mug from the glass shelf above the basin , and drank a very great deal of water , which momentarily refreshed him , though it had some other effect as well which he could n't at once identify .	45	0
Too full of desire , too impatient , they embraced and mingled on one of those benches which she knew so well , without looking at or noticing anything around them .	9	1
He poured in a measure from his whisky bottle .	1	0
More oddly still , perhaps , this argument had shown itself to be sound , so that in the room now visited by Dixon and the rest three minor College employees were toiling at barrels of beer and cider under panels representing , similarly to the larger ones in the Ballroom , swarthy potentates about to be danced upon by troupes of midget Circassians , or caravans of Chinese merchants being sucked up into the air by whirlwinds .	32	1
I put two more tablets on my tongue , I had no intention of poisoning myself , I merely squeezed the bottle in my palm and said to myself I 'm holding my death in my hand , and I was enthralled by so much opportunity , it was like going step by step to an abyss , not to jump into it , just to look down .	41	1
I will draw a big circle and label it ' New York City . '	7	0
He could just about bring himself to praise anything but the green Paisley frock in combination with the low- heeled , quasi-velvet shoes .	7	0
Even fewer people knew that the five-pointed star had almost become the official Olympic seal but was modified at the last moment - its five points exchanged for five intersecting rings to better reflect the games ' spirit of inclusion and harmony . "	17	0
Together they went to the fruit trees , carrying their spears , saying little , cramming in haste .	15	1
He was mortified that they had been rude to Fiona .	2	1
And the rugged Caucuses re-echoed Rubinstein 's setting of the Lermontov poem many times .	4	0
” the old man would fulminate , it s not promotion so far as I m concerned .	5	0
There were few of them who could endure for long the gaze of those large grey eyes , and who did not stammer when replying to his questions , in which each word was softly yet separately , distinctly and clearly enunciated from the first to the last syllable as at school or in the theatre .	41	0
I have written to Colonel Forster , to inform him of our present arrangements , and to request that he will satisfy the various creditors of Mr Wickham in and near Brighton with assurances of speedy payment , for which I have pledged myself .	42	0
If we find something we ca n't understand we like to call it something you ca n't understand , or indeed pronounce .	21	0
She knew he was once again deliberating how much to tell her .	6	1
He pushed , he pulled , he pressed and he swore .	10	1
Thus the youth Mile and the old man Jelisije , beheaded at the same moment and in the same place , united as brothers , first decorated with their heads the military blockhouse on the kapia , which from then onwards , as long as the revolt lasted , was practically never without such decoration .	26	0
To his astonishment and terror , and lasting delight , Sam saw a vast shape crash out of the trees and come careering down the slope .	22	0
Proudly and patiently he waited for someone to ask for a song from him and then hesitantly took his gusle out of his bag , breathed on it , looked to see if his bow had been slackened by damp , and tuned up , all the while quite clearly wanting to attract as little attention as possible to these technical preliminaries .	37	0
The hand slowly released its grip .	3	0
The portholes of the Montecito got large and the taxi swept out in a wide turn , tipped to an angle of forty-five degrees and careened neatly to the side of a brightly lit stage .	25	0
Failing that , he could always charter another boat , which appealed to both of them as well .	6	0
My hitherto hardly less than seemly dreams of rescue and amorous dalliance had by now become riotous fantasies , vivid and at the same time hopelessly lacking in essential detail , of being voluptuously overborne by her , of sinking to the ground under all her warm weight , of being rolled , of being ridden , between her thighs , my arms pinned against my breast and my face on fire , at once her demon lover and her child .	34	0
In the children the river of mankind is renewed and purified . "	10	0
'It was , however , a descendant of one of these eccentric poets who invented the spurious tales of impending doom which enabled the people of Golgafrincham to rid themselves of an entire useless third of their population .	28	0
Modem nationalism will triumph over religious diversities and outmoded prejudice , will liberate our people from foreign influence and exploitation .	12	0
A bell was tolling .	3	1
, police nabbed Oliver O Shaughnessy , 52 , of the Hotel Seabord , W .	2	0
She breaks her gun , ejecting the cartridges , carefully emplaces another pair .	5	0
She defended herself , shortened and skipped various bits of her earlier evidence , but he always checked her and by sharp and skilful questioning made her go back over it all again .	4	0
He would not cease to nag , but his helplessness , he knew , would continue to infect his solicitor s authority .	5	1
Ford exploded .	1	0
He left it open whether he was reinforcing Dixon 's negative or dissenting from it .	7	1
At night on the kapia youths from the Serbian houses sat till the small hours , singing loudly and provocatively the song about the Serbian gun and no one came to fine or punish them .	33	0
A veer in the wind induced them to slack off sheets , and five minutes afterward a sudden veer from the opposite quarter caught all three schooners aback , and those on shore could see the boom-tackles being slacked away or cast off on the jump .	8	0
It split , it ripped .	4	0
From here it was a four-mile walk to his village : a further mile to the turning , to which the abominable Russell had now fiercely declined to take him , and from there a further three miles of winding country lane .	26	0
Her eyes were narrowed , her mouth moved silently , she seemed to raise her arms .	3	0
for our fine , defining words tame nothing in the end , and should we ever fall victim to the unseen grammar of our life , we must brave the elements and suffer their indifference , full requited , in return .	28	0
Fenchurch tried some little swoops , daringly , and found that if she judged herself just right against a body of wind she could pull off some really quite dazzling ones with a little pirouette at the end , followed by a little drop which made her dress billow around her , and this is where readers who are keen to know what Marvin and Ford Prefect have been up to all this while should look ahead to later chapters , because Arthur now could wait no longer and helped her take it off .	13	0
Their lawyer , who complained that he was n't getting paid enough to handle a sevenweek trial , proved inefective at rebutting these loose charges .	21	0
An automobile , for instance , has its controls so made as to be grasped and manipulated most easily by human hands and feet of a certain size and shape , attached to the body by limbs of a certain length and joints of a certain type .	16	1
Unable to contradict him , he simply murmured :The one-year volunteer fell silent and then he started to wiggle under the blanket and asked :He paddled and scrambled about by his mother 's side , and learned to scuffle out of the way when his father was fighting with another seal , and the two rolled and roared up and down the slippery rocks .	2	0
Unable to contradict him , he simply murmured :The one-year volunteer fell silent and then he started to wiggle under the blanket and asked :He paddled and scrambled about by his mother 's side , and learned to scuffle out of the way when his father was fighting with another seal , and the two rolled and roared up and down the slippery rocks .	38	0
Unable to contradict him , he simply murmured :The one-year volunteer fell silent and then he started to wiggle under the blanket and asked :He paddled and scrambled about by his mother 's side , and learned to scuffle out of the way when his father was fighting with another seal , and the two rolled and roared up and down the slippery rocks .	18	1
This is how the unique spirit of the bazaar was shaped .	10	0
He would buy flowerpots for her , oversee the sewing of pearls onto embroidered napkins , give Sunday tours of the palace to ambassadors ' wives , and supervise the making of her mosquito nets .	13	0
The gentle wind makes them flutter .	3	0
Orange-gold light filters into the grassy meadow , touching a row of canvas tents and the temple house beyond .	8	0
This is the seat of His Holiness the Sakya Trizin in the United States , a Tibetan Buddhist monastery established nine years ago .	19	0
I spent the past weekend there .	1	0
The field work office at my college arranges this retreat every semester .	7	0
Everyone I 've talked to who has previously attended says wonderful things about it ; this semester , one of my friends told me she was going : I should join her !	26	0
Everyone I 've talked to who has previously attended says wonderful things about it ; this semester , one of my friends told me she was going : I should join her !	9	1
Everyone I 've talked to who has previously attended says wonderful things about it ; this semester , one of my friends told me she was going : I should join her !	22	0
I like learning new things , so I signed up .	8	0
A good decision : I did n't return all chill and zen , as one friend told me his roommate had , but I certainly gained a few new ideas and approaches to mull over , and dipped my hand into a previously unfamiliar piece of the world .	16	0
A good decision : I did n't return all chill and zen , as one friend told me his roommate had , but I certainly gained a few new ideas and approaches to mull over , and dipped my hand into a previously unfamiliar piece of the world .	20	0
A good decision : I did n't return all chill and zen , as one friend told me his roommate had , but I certainly gained a few new ideas and approaches to mull over , and dipped my hand into a previously unfamiliar piece of the world .	37	0
A good decision : I did n't return all chill and zen , as one friend told me his roommate had , but I certainly gained a few new ideas and approaches to mull over , and dipped my hand into a previously unfamiliar piece of the world .	7	0
A good decision : I did n't return all chill and zen , as one friend told me his roommate had , but I certainly gained a few new ideas and approaches to mull over , and dipped my hand into a previously unfamiliar piece of the world .	25	0
Medicine for one 's mind The first evening , the twenty-something students -- most from my college , four from another -- gathered in the shrine room , sitting cross-legged on cushions as we listened to Khenpo Kalsang introduce Tibetan Buddhist philosophy .	22	0
Medicine for one 's mind The first evening , the twenty-something students -- most from my college , four from another -- gathered in the shrine room , sitting cross-legged on cushions as we listened to Khenpo Kalsang introduce Tibetan Buddhist philosophy .	34	0
He began by telling us , " Do not take any of what I say on faith .	9	0
He began by telling us , " Do not take any of what I say on faith .	14	0
He began by telling us , " Do not take any of what I say on faith .	1	0
Religion , he said , is like a drugstore full of medicine .	3	0
You do not go to the drugstore and buy everything in it -- you just buy what would be beneficial to you now .	8	0
You do not go to the drugstore and buy everything in it -- you just buy what would be beneficial to you now .	3	0
We discussed the foundations : the Three Turnings of the Wheel of Dharma ; the four noble truths ; karma ; defilements ; the six perfections .	1	0
When we talked about the giving , and how one should try to give what one could to other sentient beings ( in the form of material items , kind words , protection , and so on ) , Khenpo Kalsang shared a story of the Buddha , and how the Buddha had given his flesh so that a family of hungry tigers could eat .	2	0
When we talked about the giving , and how one should try to give what one could to other sentient beings ( in the form of material items , kind words , protection , and so on ) , Khenpo Kalsang shared a story of the Buddha , and how the Buddha had given his flesh so that a family of hungry tigers could eat .	53	0
When we talked about the giving , and how one should try to give what one could to other sentient beings ( in the form of material items , kind words , protection , and so on ) , Khenpo Kalsang shared a story of the Buddha , and how the Buddha had given his flesh so that a family of hungry tigers could eat .	64	0
When we talked about the giving , and how one should try to give what one could to other sentient beings ( in the form of material items , kind words , protection , and so on ) , Khenpo Kalsang shared a story of the Buddha , and how the Buddha had given his flesh so that a family of hungry tigers could eat .	41	0
When we talked about the giving , and how one should try to give what one could to other sentient beings ( in the form of material items , kind words , protection , and so on ) , Khenpo Kalsang shared a story of the Buddha , and how the Buddha had given his flesh so that a family of hungry tigers could eat .	11	0
" So , " a fellow student asked , " Giving one 's life for another being is the ultimate gift ? "	7	0
Khenpo Kalsang , he smiled , and shook his head .	7	0
" Only if you feel no regret , " he said .	10	0
" If you feel regret , it destroys the merit . "	7	0
Until then , preserve your own life , and do not give away anything that would cause you regret .	3	1
Until then , preserve your own life , and do not give away anything that would cause you regret .	11	0
Until then , preserve your own life , and do not give away anything that would cause you regret .	16	1
This struck a chord .	1	1
Knowing and understanding Later , I talked to the resident nun , Ani Kunga , about psychology and cognitive science .	6	0
She had studied psychology for a while in grad school , but now holds the view that psychologists are going about understanding the mind and understanding the knower and what knowing is the wrong way .	19	1
She had studied psychology for a while in grad school , but now holds the view that psychologists are going about understanding the mind and understanding the knower and what knowing is the wrong way .	2	1
" Psychologists , " she said , " study the brain and the self externally .	5	0
" Psychologists , " she said , " study the brain and the self externally .	8	1
She said philosophy and epistemology were doing it right : looking at experiences from the inside .	1	0
All three examine the distinction between the self and others , between the observer and the observed , between knowing and the knower .	2	1
But this does n't mean that there is n't merit to such studies , nor that nothing of use can be learned in that way .	21	1
During a second philsophy session , Khenpo Kalsang translated a sutra about a king who received advice from the Buddha .	8	0
During a second philsophy session , Khenpo Kalsang translated a sutra about a king who received advice from the Buddha .	15	0
This sutra delved into some questions about the nature of the self , whether the self is a delusion , and how the clinging of self is a defilement .	2	0
I intend to discuss it in more depth later , so stay tuned .	11	1
Compassion training and prayer flags In the afternoon , a group of us gathered outside for a meditation session with Ani Kunga .	13	0
Sunshine melted lazily through the tree branches above , a breeze animating the branches ' shadows so they danced between our cushions .	1	1
Sunshine melted lazily through the tree branches above , a breeze animating the branches ' shadows so they danced between our cushions .	18	1
Sunshine melted lazily through the tree branches above , a breeze animating the branches ' shadows so they danced between our cushions .	11	1
The key message : " If there 's something you can do , why are you unhappy ?	11	0
Just do it .	1	0
If there 's nothing you can do , why are you unhappy ? "	6	0
Ani Kunga explained several off-session and one on-session technique for dealing with negative emotions ( anger , hate , irritation , stress , jealousy , and so on ) .	2	0
All the methods built off the idea that you are in control : anger is an emotion , and you can change your emotions .	21	1
As Ani Kunga explained , " Prayers , wishes , hopes , aspirations -- someone , many people , may share those with you .	3	0
This may do no good at all , but it may -- if everyone hopes and wishes and dreams and aspires , perhaps it will do good .	2	1
But if no one shares their prayers , it will certainly do no good .	11	1
But if no one shares their prayers , it will certainly do no good .	4	1
So on the offchance that it will help , why not ? "	7	1
Never done This weekend reminded me that I 'm not done learning .	1	0
Never done This weekend reminded me that I 'm not done learning .	4	1
If I stay still long enough , if I 've achieved a relatively constant level of happiness and satisfaction , I forget that I can and should continue to seek out new ideas and approaches , and incorporate beneficial ones into my life .	2	1
If I stay still long enough , if I 've achieved a relatively constant level of happiness and satisfaction , I forget that I can and should continue to seek out new ideas and approaches , and incorporate beneficial ones into my life .	10	0
If I stay still long enough , if I 've achieved a relatively constant level of happiness and satisfaction , I forget that I can and should continue to seek out new ideas and approaches , and incorporate beneficial ones into my life .	37	1
If I stay still long enough , if I 've achieved a relatively constant level of happiness and satisfaction , I forget that I can and should continue to seek out new ideas and approaches , and incorporate beneficial ones into my life .	27	1
If I stay still long enough , if I 've achieved a relatively constant level of happiness and satisfaction , I forget that I can and should continue to seek out new ideas and approaches , and incorporate beneficial ones into my life .	21	1
A person is never " done , " and so , I 'll continue to observe and discuss and study , trying to pick the directions in which I 'll change , and trying to make tomorrow better than today .	30	1
A person is never " done , " and so , I 'll continue to observe and discuss and study , trying to pick the directions in which I 'll change , and trying to make tomorrow better than today .	21	1
A person is never " done , " and so , I 'll continue to observe and discuss and study , trying to pick the directions in which I 'll change , and trying to make tomorrow better than today .	13	1
Selling Land to Jews Last week , a 70-year-old Palestinian real-estate dealer was murdered after he violated a new edict by the Palestinian Authority making the sale of Arab-owned land to Jews a capital crime .	13	0
Selling Land to Jews Last week , a 70-year-old Palestinian real-estate dealer was murdered after he violated a new edict by the Palestinian Authority making the sale of Arab-owned land to Jews a capital crime .	24	1
Selling Land to Jews Last week , a 70-year-old Palestinian real-estate dealer was murdered after he violated a new edict by the Palestinian Authority making the sale of Arab-owned land to Jews a capital crime .	16	0
The 19 th century Jewish intellectuals who conceived of Zionism -- the idea that Jewish survival depends on the establishment of a Jewish state in the biblical land of Israel -- never worked out their ideology 's logistics .	7	0
The 19 th century Jewish intellectuals who conceived of Zionism -- the idea that Jewish survival depends on the establishment of a Jewish state in the biblical land of Israel -- never worked out their ideology 's logistics .	32	0
Jewish settlement in Palestine , then part of the decaying Ottoman Empire , only proceeded piecemeal .	14	1
In the 1880s and 1890s , about 25 ,000 Jews immigrated to Palestine .	10	0
Most integrated into multiethnic communities in the cities of Jaffa , Tiberias , and Jerusalem .	1	0
A second wave of 30 ,000 immigrants came between 1905 and 1914 , many of whom were Labor Zionists who wanted the Jewish state to be socialist .	7	0
Extolling the virtues of manual labor , they acquired huge tracts of farmland from absentee Syrian and Lebanese landlords .	8	0
The " New Palestinian Jew , " they said , needed to be physically tougher than the brainy shopkeepers who had been trampled in Europe .	22	0
The " New Palestinian Jew , " they said , needed to be physically tougher than the brainy shopkeepers who had been trampled in Europe .	8	0
The Jewish National Fund was founded in 1904 for the purpose of buying up land from Arabs .	5	0
After the Ottoman Empire 's defeat in World War I , Britain acquired Palestine and promised ( in the Balfour Declaration ) the creation of a Jewish state .	15	0
After the Ottoman Empire 's defeat in World War I , Britain acquired Palestine and promised ( in the Balfour Declaration ) the creation of a Jewish state .	12	0
In anticipation , Jews in Palestine began laying the groundwork for a greater sense of national identity .	6	0
The Jewish National Fund 's charter was amended to mandate that Jewish land could never be resold to Arabs or opened to non-Jewish employees .	20	1
The Jewish National Fund 's charter was amended to mandate that Jewish land could never be resold to Arabs or opened to non-Jewish employees .	16	1
The Jewish National Fund 's charter was amended to mandate that Jewish land could never be resold to Arabs or opened to non-Jewish employees .	7	0
Starting around 1910 , Arab newspapers railed against Jewish land acquisition .	6	1
Among the peasantry , rumors spread alleging an Anglo-Jewish conspiracy to remove Muslims from Palestine .	5	1
Anxious to avoid being blamed for Palestinian landlessness , British officials began imposing token restrictions on Jewish land purchase in 1940 .	11	0
They publicly supported Arab complaints that Jews were driving Arabs off the land .	8	1
Palestinians say evictions destroyed their way of life , forcing them to move from rural Palestine to crowded cities in search of work .	9	1
Palestinians say evictions destroyed their way of life , forcing them to move from rural Palestine to crowded cities in search of work .	1	1
They also say that the better-educated Jewish buyers had duped illiterate peasants into selling property .	2	1
They also say that the better-educated Jewish buyers had duped illiterate peasants into selling property .	9	1
The Arab National Fund , created in 1931 by wealthy Arab families to purchase land for displaced peasants , was ineffective .	5	0
During the 1930s , Palestinian responses turned violent .	6	0
In 1934 Jerusalem 's mufti , the spiritual leader of the city 's Muslims , decreed that believers were duty bound to murder other Muslims who sold land to Jews .	26	1
In 1934 Jerusalem 's mufti , the spiritual leader of the city 's Muslims , decreed that believers were duty bound to murder other Muslims who sold land to Jews .	15	0
Arabs , who outnumbered Jews by more than 2-to-1 , revolted against Jewish land acquisition and British promises of Jewish nationhood .	10	1
About 5 ,000 Arabs and several hundred Jews were killed in riots and guerrilla attacks between 1936 and 1939 .	9	0
Zionists argued that the land purchases benefited all the territory 's residents .	1	1
Jewish immigrants introduced modern agricultural technology , which increased productivity and helped fill the markets with food to feed the growing Arab population .	2	1
Jewish immigrants introduced modern agricultural technology , which increased productivity and helped fill the markets with food to feed the growing Arab population .	11	1
Jewish immigrants introduced modern agricultural technology , which increased productivity and helped fill the markets with food to feed the growing Arab population .	8	1
Zionists also maintain that Jews became a lucrative market for Arab-manufactured goods .	5	1
Some historians trace Palestinian landlessness to Palestine 's entry into the world economy in the 1880s .	2	1
Urban commerce drew some peasants from their family farms .	2	1
Other subsistence farmers found themselves competing with cash-crop entrepreneurs ( Jews and Arabs ) whose successes changed the face of Palestinian agriculture .	3	1
Other subsistence farmers found themselves competing with cash-crop entrepreneurs ( Jews and Arabs ) whose successes changed the face of Palestinian agriculture .	16	1
Jewish land purchases were not the primary factor , these historians say .	11	1
Very little of the land owned today by individual Jews and the Israeli government was acquired by purchase .	15	0
Jewish sovereignty and ownership were established the way these things usually are : by war .	5	0
Israel confiscated all land owned by the British government , mostly desert and mountains , after the 1948 War of Independence .	1	0
Property owned by Arab refugees , who either fled war zones or were forced from their homes by the Israeli army ( another long-standing controversy ) , was also taken over by individual Jews or confiscated by the government .	29	1
Property owned by Arab refugees , who either fled war zones or were forced from their homes by the Israeli army ( another long-standing controversy ) , was also taken over by individual Jews or confiscated by the government .	35	1
Property owned by Arab refugees , who either fled war zones or were forced from their homes by the Israeli army ( another long-standing controversy ) , was also taken over by individual Jews or confiscated by the government .	13	1
Property owned by Arab refugees , who either fled war zones or were forced from their homes by the Israeli army ( another long-standing controversy ) , was also taken over by individual Jews or confiscated by the government .	8	1
Many Palestinians , however , stayed put , retained their land , and became Israeli citizens .	13	1
Many Palestinians , however , stayed put , retained their land , and became Israeli citizens .	5	1
Many Palestinians , however , stayed put , retained their land , and became Israeli citizens .	8	1
A new school of Jewish historians is more critical of the dislocations caused by Jewish land acquisition , and concludes that it was not always fair .	12	1
A new school of Jewish historians is more critical of the dislocations caused by Jewish land acquisition , and concludes that it was not always fair .	19	0
One popular theory compares Zionism 's imperative to acquire land to the American idea of Manifest Destiny ( that it was the United States ' God-given right to rule from coast to coast ) .	3	1
Others argue that it was a mistake for the Jewish National Fund to prohibit non-Jewish laborers from the newly purchased lands .	1	1
Israeli security officials believed that the murdered real-estate dealer was executed by plainclothes Palestinian Authority police .	10	0
In the past , death threats have done little to deter sales of land .	7	1
Nevertheless , the incentives to sell at the market price are substantial , and if the threats create new scarcities , higher prices will probably encourage sellers to unload their land .	17	1
Nevertheless , the incentives to sell at the market price are substantial , and if the threats create new scarcities , higher prices will probably encourage sellers to unload their land .	25	1
Although it has not been documented , recruitment of other bears by intentional marking to excess food supplies would also be of very low cost to individual bears .	5	0
